GO
INSERT INTO Owners (Owner_id, Phone, Email) VALUES
    (727, 727, 445, '2006-6-1', 145000),
    (728, 728, 50, '2005-5-31', 151000),
    (729, 729, 206, '2006-7-24', 166600),
    (730, 730, 74, '2009-12-1', 95000),
    (731, 731, 276, '2009-7-12', 205000),
    (732, 732, 207, '2007-2-1', 466500),
    (733, 733, 354, '2006-10-18', 170000),
    (734, 734, 474, '2006-9-3', 135500),
    (735, 735, 153, '2005-12-24', 172500),
    (736, 736, 171, '2004-12-21', 162600),
    (737, 737, 128, '2006-5-2', 128200),
    (738, 738, 270, '2009-12-10', 153000),
    (739, 739, 49, '2004-12-16', 154500),
    (740, 740, 49, '2005-6-9', 158500),
    (741, 741, 364, '2004-12-7', 186200),
    (742, 742, 460, '2006-2-21', 206200),
    (743, 743, 422, '2010-1-14', 110000),
    (744, 744, 40, '2007-10-23', 325624),
    (745, 745, 384, '2007-7-26', 137400),
    (746, 746, 107, '2005-5-31', 193100),
    (747, 747, 79, '2006-3-15', 159000),
    (748, 748, 433, '2006-5-30', 207600),
    (749, 749, 235, '2006-6-16', 180000),
    (750, 750, 391, '2005-10-3', 171300),
    (751, 751, 475, '2007-1-9', 177000),
    (752, 752, 233, '2006-1-9', 142000),
    (753, 753, 407, '2005-5-20', 218600),
    (754, 754, 438, '2006-8-14', 213000),
    (755, 755, 395, '2005-12-8', 140000),
    (756, 756, 444, '2008-5-31', 277500),
    (757, 757, 309, '2006-6-27', 125000),
    (758, 758, 194, '2006-5-12', 220000),
    (759, 759, 412, '2006-8-30', 190000),
    (760, 760, 235, '2005-5-11', 163000),
    (761, 761, 93, '2005-6-12', 187000),
    (762, 762, 249, '2008-12-26', 201400),
    (763, 763, 224, '2006-1-20', 223100),
    (764, 764, 351, '2005-7-31', 127800),
    (765, 765, 86, '2005-12-21', 142000),
    (766, 766, 371, '2009-2-23', 107000),
    (767, 767, 252, '2005-5-8', 126600),
    (768, 768, 280, '2007-7-23', 226000),
    (769, 769, 263, '2005-10-8', 137500),
    (770, 770, 235, '2005-5-29', 157400),
    (771, 771, 135, '2005-5-17', 137800),
    (772, 772, 375, '2004-12-1', 197500),
    (773, 773, 483, '2005-1-12', 242500),
    (774, 774, 52, '2008-10-5', 291500),
    (775, 775, 231, '2006-8-23', 192500),
    (776, 776, 40, '2006-4-16', 175000),
    (777, 777, 454, '2006-10-10', 305800),
    (778, 778, 138, '2005-7-26', 142500),
    (779, 779, 395, '2007-12-3', 197600),
    (780, 780, 39, '2008-12-30', 168800),
    (781, 781, 28, '2005-3-30', 167500),
    (782, 782, 303, '2005-1-25', 140000),
    (783, 783, 88, '2007-8-24', 159000),
    (784, 784, 357, '2008-8-23', 116600),
    (785, 785, 404, '2005-9-3', 232500),
    (786, 786, 315, '2004-12-10', 140500),
    (787, 787, 431, '2005-10-1', 162500),
    (788, 788, 69, '2005-3-14', 157500),
    (789, 789, 376, '2005-12-10', 197300),
    (790, 790, 403, '2007-8-28', 100000),
    (791, 791, 22, '2007-12-7', 102500),
    (792, 792, 301, '2005-1-31', 95000),
    (793, 793, 489, '2006-1-14', 90500),
    (794, 794, 169, '2005-4-4', 87000),
    (795, 795, 444, '2005-4-29', 95000),
    (796, 796, 69, '2005-12-14', 90000),
    (797, 797, 454, '2005-1-19', 120800),
    (798, 798, 203, '2007-5-30', 87800),
    (799, 799, 196, '2005-7-30', 117500),
    (800, 800, 230, '2005-10-20', 87500),
    (801, 801, 29, '2009-5-27', 130000),
    (802, 802, 315, '2008-10-4', 93800),
    (803, 803, 408, '2006-2-28', 101200),
    (804, 804, 275, '2004-12-3', 95000),
    (805, 805, 41, '2007-3-30', 107500),
    (806, 806, 184, '2007-4-2', 87800),
    (807, 807, 63, '2004-12-15', 95000),
    (808, 808, 315, '2005-9-2', 87500),
    (809, 809, 476, '2006-6-3', 79000),
    (810, 810, 420, '2005-6-25', 106600),
    (811, 811, 227, '2005-1-1', 114500),
    (812, 812, 1, '2007-4-12', 74000),
    (813, 813, 7, '2008-1-13', 120000),
    (814, 814, 326, '2006-2-19', 82600),
    (815, 815, 44, '2006-6-28', 41200),
    (816, 816, 476, '2006-4-6', 76000),
    (817, 817, 158, '2006-8-3', 99000),
    (818, 818, 421, '2006-2-13', 70000),
    (819, 819, 333, '2005-5-17', 82500),
    (820, 820, 257, '2006-5-9', 78500),
    (821, 821, 166, '2006-10-30', 149900),
    (822, 822, 201, '2005-12-7', 98200),
    (823, 823, 481, '2007-4-27', 80800),
    (824, 824, 115, '2005-7-18', 90500),
    (825, 825, 157, '2006-6-17', 76000),
    (826, 826, 32, '2005-4-28', 125000),
    (827, 827, 380, '2006-2-5', 103800),
    (828, 828, 363, '2007-1-21', 87500),
    (829, 829, 243, '2005-9-7', 88000),
    (830, 830, 475, '2009-3-17', 98800),
    (831, 831, 300, '2007-10-27', 159300),
    (832, 832, 384, '2005-8-26', 97500),
    (833, 833, 357, '2005-8-24', 92500),
    (834, 834, 118, '2007-4-6', 113500),
    (835, 835, 119, '2006-8-29', 86500),
    (836, 836, 116, '2008-8-6', 139000),
    (837, 837, 62, '2007-9-24', 90000),
    (838, 838, 475, '2005-1-30', 77000),
    (839, 839, 184, '2005-5-9', 72500),
    (840, 840, 258, '2005-12-20', 78500),
    (841, 841, 110, '2005-1-2', 102500),
    (842, 842, 399, '2008-5-9', 98800),
    (843, 843, 428, '2005-6-22', 92500),
    (844, 844, 52, '2005-8-10', 76800),
    (845, 845, 487, '2008-12-9', 85000),
    (846, 846, 237, '2006-5-3', 89000),
    (847, 847, 118, '2008-9-29', 92900),
    (848, 848, 454, '2007-6-13', 81000),
    (849, 849, 487, '2008-1-29', 99000),
    (850, 850, 413, '2007-10-26', 71500),
    (851, 851, 474, '2005-3-29', 81400),
    (852, 852, 410, '2005-12-24', 84000),
    (853, 853, 79, '2005-9-26', 131200),
    (854, 854, 331, '2005-3-13', 85000),
    (855, 855, 27, '2006-2-13', 125000),
    (856, 856, 81, '2006-8-18', 107500),
    (857, 857, 50, '2005-10-14', 90000),
    (858, 858, 53, '2005-1-27', 91400),
    (859, 859, 93, '2005-5-1', 98500),
    (860, 860, 267, '2007-12-5', 105000),
    (861, 861, 414, '2007-5-14', 65000),
    (862, 862, 388, '2009-8-10', 70000),
    (863, 863, 212, '2005-3-9', 40000),
    (864, 864, 17, '2009-2-25', 53700),
    (865, 865, 262, '2007-6-5', 55000),
    (866, 866, 176, '2007-5-27', 50000),
    (867, 867, 155, '2007-8-15', 57500),
    (868, 868, 138, '2005-7-15', 43500),
    (869, 869, 47, '2005-3-18', 62500),
    (870, 870, 323, '2006-6-12', 51600),
    (871, 871, 417, '2006-12-17', 111500),
    (872, 872, 465, '2007-1-18', 64200),
    (873, 873, 43, '2007-5-9', 50000),
    (874, 874, 211, '2005-7-12', 100000),
    (875, 875, 164, '2006-2-28', 237500),
    (876, 876, 82, '2005-12-28', 67500),
    (877, 877, 413, '2005-10-21', 52000),
    (878, 878, 86, '2005-8-9', 56000),
    (879, 879, 215, '2008-4-4', 55000),
    (880, 880, 58, '2006-5-3', 53500),
    (881, 881, 257, '2006-1-2', 55200),
    (882, 882, 27, '2005-9-3', 39500),
    (883, 883, 291, '2005-10-26', 48500),
    (884, 884, 257, '2009-6-29', 65000),
    (885, 885, 463, '2005-10-21', 36500),
    (886, 886, 115, '2005-10-30', 147500),
    (887, 887, 395, '2005-2-21', 89000),
    (888, 888, 442, '2006-3-22', 63100),
    (889, 889, 363, '2008-5-19', 53000),
    (890, 890, 108, '2006-12-1', 54500),
    (891, 891, 475, '2008-5-30', 57500),
    (892, 892, 359, '2006-5-7', 67500),
    (893, 893, 460, '2008-1-23', 40000),
    (894, 894, 155, '2005-7-18', 58000),
    (895, 895, 48, '2005-7-14', 60000),
    (896, 896, 273, '2006-4-21', 55000),
    (897, 897, 159, '2006-1-6', 49000),
    (898, 898, 267, '2007-3-27', 80500),
    (899, 899, 315, '2005-2-4', 44700),
    (900, 900, 22, '2007-6-3', 77500),
    (901, 901, 465, '2006-6-19', 45600),
    (902, 902, 192, '2006-12-25', 80500),
    (903, 903, 270, '2008-3-6', 62500),
    (904, 904, 435, '2005-2-10', 56200),
    (905, 905, 43, '2007-12-9', 65800),
    (906, 906, 327, '2007-1-12', 162500),
    (907, 907, 285, '2005-7-7', 57300),
    (908, 908, 218, '2005-10-13', 62000),
    (909, 909, 222, '2005-5-30', 77300),
    (910, 910, 290, '2008-12-19', 54800),
    (911, 911, 433, '2006-5-29', 79700),
    (912, 912, 40, '2006-2-27', 79800),
    (913, 913, 347, '2006-2-10', 81500),
    (914, 914, 405, '2007-1-3', 66000),
    (915, 915, 22, '2006-6-5', 133000),
    (916, 916, 365, '2010-2-17', 48200),
    (917, 917, 129, '2007-3-14', 64000),
    (918, 918, 142, '2007-3-10', 69500),
    (919, 919, 379, '2006-7-10', 54000),
    (920, 920, 272, '2005-10-24', 53000),
    (921, 921, 209, '2006-2-3', 76800),
    (922, 922, 414, '2005-4-25', 78800),
    (923, 923, 117, '2007-7-3', 77000),
    (924, 924, 277, '2005-10-23', 33200),
    (925, 925, 105, '2007-7-28', 62400),
    (926, 926, 341, '2007-10-25', 19000),
    (927, 927, 137, '2006-2-13', 58500),
    (928, 928, 202, '2005-6-4', 84000),
    (929, 929, 7, '2005-2-27', 43000),
    (930, 930, 234, '2009-4-10', 42500),
    (931, 931, 187, '2005-6-14', 43500),
    (932, 932, 173, '2005-8-30', 55200),
    (933, 933, 410, '2005-10-17', 85000),
    (934, 934, 260, '2005-12-20', 58500),
    (935, 935, 307, '2006-4-24', 58800),
    (936, 936, 453, '2008-1-24', 58400),
    (937, 937, 412, '2005-3-13', 71500),
    (938, 938, 376, '2006-9-9', 57500),
    (939, 939, 475, '2005-8-6', 60000),
    (940, 940, 74, '2006-9-16', 62500),
    (941, 941, 176, '2005-9-2', 72000),
    (942, 942, 484, '2005-6-18', 64800),
    (943, 943, 296, '2007-1-21', 53800),
    (944, 944, 84, '2007-5-12', 73500),
    (945, 945, 450, '2005-10-28', 128000),
    (946, 946, 312, '2005-1-17', 26200),
    (947, 947, 136, '2007-2-22', 54200),
    (948, 948, 431, '2007-9-18', 94800),
    (949, 949, 145, '2008-8-29', 52500),
    (950, 950, 202, '2006-3-15', 78500),
    (951, 951, 81, '2006-6-4', 68000),
    (952, 952, 453, '2005-3-12', 52500),
    (953, 953, 208, '2010-3-9', 62800),
    (954, 954, 150, '2006-12-5', 59500),
    (955, 955, 127, '2006-2-2', 32200),
    (956, 956, 472, '2009-12-27', 74800),
    (957, 957, 215, '2005-4-12', 64800),
    (958, 958, 485, '2006-1-23', 72000),
    (959, 959, 355, '2005-12-17', 77000),
    (960, 960, 482, '2005-8-15', 74700),
    (961, 961, 200, '2005-6-27', 63500),
    (962, 962, 322, '2005-2-12', 69500),
    (963, 963, 460, '2006-6-18', 180000),
    (964, 964, 426, '2006-4-29', 86200),
    (965, 965, 373, '2006-2-9', 72000),
    (966, 966, 418, '2009-5-17', 62500),
    (967, 967, 483, '2005-5-10', 75500),
    (968, 968, 96, '2007-12-30', 61000),
    (969, 969, 336, '2005-6-3', 54000),
    (970, 970, 153, '2007-3-17', 75000),
    (971, 971, 131, '2004-12-24', 74800),
    (972, 972, 153, '2009-4-7', 31200),
    (973, 973, 346, '2006-9-22', 66200),
    (974, 974, 394, '2005-4-5', 66200),
    (975, 975, 22, '2007-7-30', 65000),
    (976, 976, 122, '2005-5-13', 79000),
    (977, 977, 226, '2007-3-23', 60800),
    (978, 978, 436, '2006-1-22', 82200),
    (979, 979, 137, '2005-6-1', 68500),
    (980, 980, 191, '2005-5-2', 59200),
    (981, 981, 436, '2006-1-13', 67500),
    (982, 982, 449, '2006-7-31', 84000),
    (983, 983, 379, '2006-6-15', 64200),
    (984, 984, 425, '2007-5-26', 69200),
    (985, 985, 65, '2005-2-7', 55000),
    (986, 986, 401, '2008-6-13', 65200),
    (987, 987, 427, '2008-12-25', 65700),
    (988, 988, 482, '2005-8-2', 54000),
    (989, 989, 44, '2006-9-24', 71000),
    (990, 990, 265, '2007-12-7', 87500),
    (991, 991, 454, '2009-8-25', 79400),
    (992, 992, 486, '2008-10-15', 71700),
    (993, 993, 250, '2005-6-22', 71200),
    (994, 994, 46, '2005-9-27', 71800),
    (995, 995, 430, '2009-12-10', 64000),
    (996, 996, 158, '2006-1-5', 85500),
    (997, 997, 490, '2006-2-22', 85000),
    (998, 998, 198, '2009-12-29', 63500),
    (999, 999, 189, '2005-3-29', 64500)
GO
INSERT INTO [Price Changes] (Offer_id, Modification_ts, Price) VALUES
    (13, '2005-1-20', 50000.0),
    (4, '2005-1-21', 52500.0),
    (13, '2005-1-24', 50000.0),
    (4, '2005-1-31', 52500.0),
    (4, '2005-2-4', 52500.0),
    (13, '2005-2-4', 50000.0),
    (22, '2005-2-5', 56500.0),
    (13, '2005-2-15', 50000.0),
    (13, '2005-2-19', 50000.0),
    (4, '2005-2-27', 52500.0),
    (4, '2005-2-27', 52500.0),
    (13, '2005-3-4', 50000.0),
    (13, '2005-3-5', 50000.0),
    (3, '2005-3-7', 63500.0),
    (3, '2005-3-21', 63500.0),
    (3, '2005-3-21', 63500.0),
    (13, '2005-3-24', 50000.0),
    (13, '2005-4-1', 50000.0),
    (5, '2005-4-7', 57500.0),
    (3, '2005-4-11', 63500.0),
    (13, '2005-4-11', 50000.0),
    (4, '2005-4-13', 52500.0),
    (5, '2005-4-13', 57500.0),
    (5, '2005-4-17', 57500.0),
    (4, '2005-4-25', 52500.0),
    (3, '2005-4-26', 63500.0),
    (22, '2005-5-4', 56500.0),
    (22, '2005-5-4', 56500.0),
    (3, '2005-5-5', 63500.0),
    (3, '2005-5-7', 63500.0),
    (20, '2005-5-11', 19600.0),
    (4, '2005-5-13', 52500.0),
    (13, '2005-5-14', 50000.0),
    (22, '2005-5-16', 56500.0),
    (20, '2005-5-18', 19600.0),
    (5, '2005-5-20', 57500.0),
    (18, '2005-5-21', 79500.0),
    (5, '2005-5-24', 57500.0),
    (20, '2005-5-28', 19600.0),
    (3, '2005-5-28', 63500.0),
    (18, '2005-5-29', 79500.0),
    (5, '2005-5-30', 57500.0),
    (13, '2005-6-2', 50000.0),
    (5, '2005-6-3', 57500.0),
    (20, '2005-6-5', 19600.0),
    (4, '2005-6-5', 52500.0),
    (18, '2005-6-6', 79500.0),
    (5, '2005-6-8', 57500.0),
    (5, '2005-6-10', 57500.0),
    (3, '2005-6-11', 63500.0),
    (22, '2005-6-12', 56500.0),
    (20, '2005-6-13', 19600.0),
    (20, '2005-6-14', 19600.0),
    (13, '2005-6-27', 50000.0),
    (20, '2005-7-5', 19600.0),
    (18, '2005-7-9', 79500.0),
    (13, '2005-7-9', 50000.0),
    (22, '2005-7-10', 56500.0),
    (3, '2005-7-10', 63500.0),
    (13, '2005-7-13', 50000.0),
    (5, '2005-7-16', 57500.0),
    (29, '2005-7-21', 26000.0),
    (20, '2005-7-22', 19600.0),
    (18, '2005-7-22', 79500.0),
    (25, '2005-7-22', 39800.0),
    (3, '2005-7-22', 63500.0),
    (22, '2005-7-28', 56500.0),
    (13, '2005-7-29', 50000.0),
    (22, '2005-7-31', 56500.0),
    (13, '2005-8-1', 50000.0),
    (29, '2005-8-2', 26000.0),
    (18, '2005-8-3', 79500.0),
    (13, '2005-8-3', 50000.0),
    (6, '2005-8-5', 63500.0),
    (24, '2005-8-7', 65000.0),
    (5, '2005-8-9', 57500.0),
    (24, '2005-8-14', 65000.0),
    (4, '2005-8-15', 52500.0),
    (22, '2005-8-16', 56500.0),
    (2, '2005-8-16', 57200.0),
    (4, '2005-8-17', 52500.0),
    (2, '2005-8-18', 57200.0),
    (21, '2005-8-18', 105000.0),
    (6, '2005-8-19', 63500.0),
    (29, '2005-8-19', 26000.0),
    (5, '2005-8-19', 57500.0),
    (6, '2005-8-22', 63500.0),
    (4, '2005-8-25', 52500.0),
    (24, '2005-8-25', 65000.0),
    (16, '2005-8-27', 55000.0),
    (22, '2005-8-29', 56500.0),
    (22, '2005-8-30', 56500.0),
    (21, '2005-8-31', 105000.0),
    (5, '2005-9-1', 57500.0),
    (13, '2005-9-2', 50000.0),
    (4, '2005-9-2', 52500.0),
    (20, '2005-9-3', 19600.0),
    (29, '2005-9-3', 26000.0),
    (21, '2005-9-4', 105000.0),
    (29, '2005-9-4', 26000.0),
    (21, '2005-9-7', 105000.0),
    (20, '2005-9-7', 19600.0),
    (25, '2005-9-10', 39800.0),
    (18, '2005-9-10', 79500.0),
    (4, '2005-9-12', 52500.0),
    (22, '2005-9-16', 56500.0),
    (29, '2005-9-17', 26000.0),
    (20, '2005-9-18', 19600.0),
    (6, '2005-9-19', 63500.0),
    (24, '2005-9-21', 65000.0),
    (16, '2005-9-24', 55000.0),
    (4, '2005-9-26', 52500.0),
    (21, '2005-9-26', 105000.0),
    (22, '2005-9-27', 56500.0),
    (22, '2005-9-27', 56500.0),
    (5, '2005-9-29', 57500.0),
    (2, '2005-10-2', 57200.0),
    (13, '2005-10-3', 50000.0),
    (2, '2005-10-4', 57200.0),
    (21, '2005-10-5', 105000.0),
    (21, '2005-10-6', 105000.0),
    (20, '2005-10-7', 19600.0),
    (4, '2005-10-9', 52500.0),
    (6, '2005-10-10', 63500.0),
    (24, '2005-10-11', 65000.0),
    (18, '2005-10-14', 79500.0),
    (4, '2005-10-14', 52500.0),
    (6, '2005-10-14', 63500.0),
    (18, '2005-10-15', 79500.0),
    (21, '2005-10-17', 105000.0),
    (13, '2005-10-17', 50000.0),
    (13, '2005-10-17', 50000.0),
    (20, '2005-10-17', 19600.0),
    (18, '2005-10-18', 79500.0),
    (24, '2005-10-18', 65000.0),
    (16, '2005-10-20', 55000.0),
    (29, '2005-10-21', 26000.0),
    (24, '2005-10-22', 65000.0),
    (22, '2005-10-22', 56500.0),
    (16, '2005-10-26', 55000.0),
    (11, '2005-10-27', 70100.0),
    (20, '2005-10-28', 19600.0),
    (29, '2005-10-30', 26000.0),
    (24, '2005-11-1', 65000.0),
    (21, '2005-11-2', 105000.0),
    (18, '2005-11-3', 79500.0),
    (6, '2005-11-5', 63500.0),
    (16, '2005-11-6', 55000.0),
    (16, '2005-11-7', 55000.0),
    (20, '2005-11-7', 19600.0),
    (13, '2005-11-8', 50000.0),
    (25, '2005-11-13', 39800.0),
    (25, '2005-11-15', 39800.0),
    (3, '2005-11-15', 63500.0),
    (5, '2005-11-16', 57500.0),
    (2, '2005-11-18', 57200.0),
    (21, '2005-11-18', 105000.0),
    (3, '2005-11-18', 63500.0),
    (16, '2005-11-20', 55000.0),
    (18, '2005-11-22', 79500.0),
    (11, '2005-11-22', 70100.0),
    (18, '2005-11-23', 79500.0),
    (5, '2005-11-26', 57500.0),
    (21, '2005-11-27', 105000.0),
    (20, '2005-11-28', 19600.0),
    (22, '2005-11-28', 56500.0),
    (20, '2005-11-29', 19600.0),
    (25, '2005-11-30', 39800.0),
    (4, '2005-12-6', 52500.0),
    (25, '2006-1-4', 39800.0),
    (24, '2006-1-4', 65000.0),
    (4, '2006-1-6', 52500.0),
    (20, '2006-1-7', 19600.0),
    (18, '2006-1-8', 79500.0),
    (2, '2006-1-8', 57200.0),
    (18, '2006-1-9', 79500.0),
    (6, '2006-1-9', 63500.0),
    (29, '2006-1-10', 26000.0),
    (14, '2006-1-11', 59500.0),
    (5, '2006-1-11', 57500.0),
    (25, '2006-1-11', 39800.0),
    (29, '2006-1-16', 26000.0),
    (14, '2006-1-16', 59500.0),
    (29, '2006-1-23', 26000.0),
    (24, '2006-1-24', 65000.0),
    (11, '2006-1-24', 70100.0),
    (11, '2006-1-25', 70100.0),
    (22, '2006-1-26', 56500.0),
    (5, '2006-1-26', 57500.0),
    (5, '2006-1-27', 57500.0),
    (18, '2006-1-30', 79500.0),
    (22, '2006-1-31', 56500.0),
    (18, '2006-2-1', 79500.0),
    (29, '2006-2-2', 26000.0),
    (3, '2006-2-3', 63500.0),
    (4, '2006-2-5', 52500.0),
    (14, '2006-2-5', 59500.0),
    (16, '2006-2-5', 55000.0),
    (2, '2006-2-10', 57200.0),
    (29, '2006-2-10', 26000.0),
    (3, '2006-2-11', 63500.0),
    (20, '2006-2-14', 19600.0),
    (24, '2006-2-15', 65000.0),
    (18, '2006-2-15', 79500.0),
    (6, '2006-2-18', 63500.0),
    (24, '2006-2-19', 65000.0),
    (16, '2006-2-20', 55000.0),
    (29, '2006-2-21', 26000.0),
    (14, '2006-2-21', 59500.0),
    (14, '2006-2-21', 59500.0),
    (22, '2006-2-22', 56500.0),
    (16, '2006-2-22', 55000.0),
    (21, '2006-2-23', 105000.0),
    (13, '2006-2-23', 50000.0),
    (13, '2006-2-24', 50000.0),
    (22, '2006-2-25', 56500.0),
    (21, '2006-2-27', 105000.0),
    (11, '2006-2-27', 70100.0),
    (18, '2006-2-27', 79500.0),
    (22, '2006-2-28', 56500.0),
    (6, '2006-3-1', 63500.0),
    (16, '2006-3-10', 55000.0),
    (22, '2006-3-10', 56500.0),
    (3, '2006-3-12', 63500.0),
    (13, '2006-3-12', 50000.0),
    (11, '2006-3-13', 70100.0),
    (16, '2006-3-15', 55000.0),
    (16, '2006-3-16', 55000.0),
    (17, '2006-3-17', 92000.0),
    (4, '2006-3-20', 52500.0),
    (18, '2006-3-21', 79500.0),
    (5, '2006-3-21', 57500.0),
    (6, '2006-3-21', 63500.0),
    (11, '2006-3-21', 70100.0),
    (5, '2006-3-22', 57500.0),
    (18, '2006-3-22', 79500.0),
    (22, '2006-3-23', 56500.0),
    (6, '2006-3-23', 63500.0),
    (12, '2006-3-26', 72500.0),
    (5, '2006-3-27', 57500.0),
    (11, '2006-3-31', 70100.0),
    (3, '2006-3-31', 63500.0),
    (12, '2006-3-31', 72500.0),
    (6, '2006-4-1', 63500.0),
    (21, '2006-4-1', 105000.0),
    (14, '2006-4-2', 59500.0),
    (3, '2006-4-7', 63500.0),
    (2, '2006-4-9', 57200.0),
    (25, '2006-4-10', 39800.0),
    (6, '2006-4-10', 63500.0),
    (15, '2006-4-11', 81400.0),
    (11, '2006-4-13', 70100.0),
    (16, '2006-4-16', 55000.0),
    (22, '2006-4-16', 56500.0),
    (21, '2006-4-17', 105000.0),
    (11, '2006-4-20', 70100.0),
    (20, '2006-4-21', 19600.0),
    (2, '2006-4-21', 57200.0),
    (29, '2006-4-23', 26000.0),
    (16, '2006-4-23', 55000.0),
    (14, '2006-4-24', 59500.0),
    (22, '2006-4-24', 56500.0),
    (14, '2006-4-25', 59500.0),
    (17, '2006-4-27', 92000.0),
    (12, '2006-4-27', 72500.0),
    (2, '2006-4-29', 57200.0),
    (15, '2006-5-1', 81400.0),
    (22, '2006-5-4', 56500.0),
    (25, '2006-5-6', 39800.0),
    (29, '2006-5-6', 26000.0),
    (16, '2006-5-11', 55000.0),
    (28, '2006-5-11', 44500.0),
    (14, '2006-5-12', 59500.0),
    (12, '2006-5-13', 72500.0),
    (17, '2006-5-15', 92000.0),
    (11, '2006-5-15', 70100.0),
    (22, '2006-5-16', 56500.0),
    (6, '2006-5-18', 63500.0),
    (17, '2006-5-21', 92000.0),
    (18, '2006-5-21', 79500.0),
    (16, '2006-5-24', 55000.0),
    (28, '2006-5-24', 44500.0),
    (6, '2006-5-24', 63500.0),
    (17, '2006-5-25', 92000.0),
    (16, '2006-5-28', 55000.0),
    (14, '2006-5-28', 59500.0),
    (22, '2006-5-29', 56500.0),
    (14, '2006-5-30', 59500.0),
    (15, '2006-5-31', 81400.0),
    (15, '2006-5-31', 81400.0),
    (21, '2006-6-1', 105000.0),
    (18, '2006-6-2', 135900.0),
    (0, '2006-6-2', 66000.0),
    (15, '2006-6-4', 81400.0),
    (0, '2006-6-4', 66000.0),
    (16, '2006-6-4', 55000.0),
    (12, '2006-6-5', 72500.0),
    (17, '2006-6-6', 92000.0),
    (15, '2006-6-8', 81400.0),
    (19, '2006-6-9', 64000.0),
    (21, '2006-6-9', 105000.0),
    (16, '2006-6-11', 55000.0),
    (22, '2006-6-12', 56500.0),
    (0, '2006-6-12', 66000.0),
    (15, '2006-6-15', 81400.0),
    (19, '2006-6-15', 64000.0),
    (14, '2006-6-18', 59500.0),
    (4, '2006-6-18', 52500.0),
    (4, '2006-6-18', 52500.0),
    (11, '2006-6-19', 70100.0),
    (11, '2006-6-20', 70100.0),
    (22, '2006-6-23', 56500.0),
    (2, '2006-6-23', 57200.0),
    (19, '2006-6-24', 64000.0),
    (3, '2006-6-24', 63500.0),
    (24, '2006-6-26', 65000.0),
    (2, '2006-6-26', 57200.0),
    (2, '2006-6-27', 57200.0),
    (12, '2006-6-28', 72500.0),
    (19, '2006-7-1', 64000.0),
    (25, '2006-7-5', 39800.0),
    (2, '2006-7-5', 57200.0),
    (4, '2006-7-6', 52500.0),
    (14, '2006-7-7', 59500.0),
    (17, '2006-7-8', 92000.0),
    (3, '2006-7-16', 63500.0),
    (20, '2006-7-18', 19600.0),
    (19, '2006-7-20', 64000.0),
    (15, '2006-7-21', 81400.0),
    (25, '2006-7-22', 39800.0),
    (14, '2006-7-24', 59500.0),
    (20, '2006-7-25', 19600.0),
    (4, '2006-7-25', 52500.0),
    (17, '2006-7-26', 92000.0),
    (0, '2006-7-29', 66000.0),
    (0, '2006-7-30', 66000.0),
    (2, '2006-7-31', 57200.0),
    (19, '2006-7-31', 64000.0),
    (29, '2006-8-3', 26000.0),
    (11, '2006-8-5', 70100.0),
    (21, '2006-8-7', 105000.0),
    (12, '2006-8-10', 72500.0),
    (15, '2006-8-10', 81400.0),
    (4, '2006-8-12', 52500.0),
    (11, '2006-8-13', 70100.0),
    (15, '2006-8-13', 81400.0),
    (20, '2006-8-13', 19600.0),
    (25, '2006-8-14', 39800.0),
    (17, '2006-8-17', 92000.0),
    (17, '2006-8-18', 92000.0),
    (29, '2006-8-19', 26000.0),
    (12, '2006-8-23', 72500.0),
    (29, '2006-8-23', 26000.0),
    (17, '2006-8-24', 92000.0),
    (11, '2006-8-25', 70100.0),
    (24, '2006-8-27', 65000.0),
    (0, '2006-8-29', 66000.0),
    (4, '2006-8-29', 52500.0),
    (21, '2006-8-29', 105000.0),
    (0, '2006-8-30', 66000.0),
    (12, '2006-8-31', 72500.0),
    (3, '2006-9-4', 63500.0),
    (29, '2006-9-5', 26000.0),
    (21, '2006-9-6', 105000.0),
    (20, '2006-9-12', 19600.0),
    (14, '2006-9-15', 59500.0),
    (4, '2006-9-16', 52500.0),
    (12, '2006-9-16', 72500.0),
    (4, '2006-9-16', 52500.0),
    (4, '2006-9-18', 52500.0),
    (12, '2006-9-20', 72500.0),
    (25, '2006-9-20', 39800.0),
    (24, '2006-9-22', 65000.0),
    (24, '2006-9-24', 65000.0),
    (19, '2006-9-25', 64000.0),
    (14, '2006-9-26', 59500.0),
    (20, '2006-9-27', 19600.0),
    (25, '2006-9-29', 39800.0),
    (25, '2006-10-2', 39800.0),
    (29, '2006-10-6', 26000.0),
    (19, '2006-10-8', 64000.0),
    (19, '2006-10-10', 64000.0),
    (14, '2006-10-10', 59500.0),
    (25, '2006-10-13', 39800.0),
    (12, '2006-10-14', 72500.0),
    (17, '2006-10-18', 92000.0),
    (20, '2006-10-18', 19600.0),
    (16, '2006-10-18', 55000.0),
    (12, '2006-10-19', 72500.0),
    (16, '2006-10-20', 55000.0),
    (12, '2006-10-20', 72500.0),
    (3, '2006-10-21', 63500.0),
    (25, '2006-10-21', 39800.0),
    (21, '2006-10-22', 105000.0),
    (3, '2006-10-24', 63500.0),
    (29, '2006-10-26', 26000.0),
    (4, '2006-10-26', 52500.0),
    (0, '2006-10-27', 66000.0),
    (14, '2006-10-30', 59500.0),
    (15, '2006-10-31', 81400.0),
    (4, '2006-11-2', 52500.0),
    (0, '2006-11-3', 66000.0),
